timestamp,Displacement_X,Displacement_Y,Displacement_Z
2024-05-13 11:50:04,-1.0,1.0496714153011233,0.03577873603482833
2024-05-13 11:50:05,-0.995575221238938,1.0208379917939043,0.07249923213000328
2024-05-13 11:50:06,-0.9911504424778761,0.9920045682866856,0.10921972822517825
2024-05-13 11:50:07,-0.9867256637168141,1.0074778777108309,0.15610157971981453
2024-05-13 11:50:08,-0.9823008849557522,1.0394516256059667,0.2067676601218364
2024-05-13 11:50:09,-0.9778761061946902,1.0724288506264985,0.24622912330122895
2024-05-13 11:50:10,-0.9734513274336283,1.106597015532115,0.2723927990076108
2024-05-13 11:50:11,-0.9690265486725663,1.1188952801303502,0.2788308179180123
2024-05-13 11:50:12,-0.9646017699115045,1.0354388460854558,0.19890244761358047
2024-05-13 11:50:13,-0.9601769911504425,0.9519824120405616,0.11897407730914866
2024-05-13 11:50:14,-0.9557522123893806,0.9377263092747086,0.15425949774288783
2024-05-13 11:50:15,-0.9513274336283186,0.9299339737162385,0.20030664588293962
2024-05-13 11:50:16,-0.9469026548672567,0.97241961185516,0.27469044023798567
2024-05-13 11:50:17,-0.9424778761061947,1.0427938135293533,0.3647922180404116
2024-05-13 11:50:18,-0.9380530973451328,1.06958392069373,0.4308463806089555
2024-05-13 11:50:19,-0.9336283185840708,1.0227522465915249,0.45627957149864473
2024-05-13 11:50:20,-0.9292035398230089,0.9738800305050428,0.48164841974709477
2024-05-13 11:50:21,-0.9247787610619469,0.9067449636592814,0.5064414013564545
2024-05-13 11:50:22,-0.9203539823008849,0.8396098968135199,0.5312343829658143
2024-05-13 11:50:23,-0.915929203539823,0.8532978170197223,0.6771172791267449
2024-05-13 11:50:24,-0.9115044247787611,0.883640170921481,0.8479520364679999
2024-05-13 11:50:25,-0.9070796460176992,0.8636000982544337,0.855700781320702
2024-05-13 11:50:26,-0.9026548672566372,0.8036172009202247,0.7341561108671636
2024-05-13 11:50:27,-0.8982300884955752,0.7558853946192606,0.6608216312902286
2024-05-13 11:50:28,-0.8938053097345132,0.7386738501905903,0.7075897324936027
2024-05-13 11:50:29,-0.8893805309734513,0.7219132201004604,0.7538456068479105
2024-05-13 11:50:30,-0.8849557522123894,0.734612326794972,0.7666359937298887
2024-05-13 11:50:31,-0.8805309734513275,0.7473114334894836,0.779426380611867
2024-05-13 11:50:32,-0.8761061946902655,0.6653203441634608,0.7873561922677844
2024-05-13 11:50:33,-0.8716814159292036,0.5506995251276589,0.793611075974181
2024-05-13 11:50:34,-0.8672566371681416,0.4842523829566895,0.7854494256433268
2024-05-13 11:50:35,-0.8628318584070797,0.4716162628155859,0.7611842000580964
2024-05-13 11:50:36,-0.8584070796460177,0.4673783224887472,0.7547072224786534
2024-05-13 11:50:37,-0.8539823008849557,0.49652314692361105,0.8189385307222143
2024-05-13 11:50:38,-0.8495575221238938,0.525667971358475,0.8831698389657756
